Fecha,Muestreo,Hoja,x,y
26/1/2021,M16,95,-83.878218,9.263428
8/9/2020,M6,23,-83.878219,9.265276
29/10/2020,M12,91,-83.878219,9.26505
21/4/2021,M19,109,-83.87822,9.263327
4/8/2020,M1,45,-83.878221,9.265196
4/12/2020,M15,88,-83.878221,9.264949
21/4/2021,M19,63,-83.878221,9.265266
16/9/2020,M9,55,-83.878222,9.265228
29/10/2020,M12,81,-83.878222,9.265159
2/12/2020,M14 ,115,-83.878222,9.263424
11/8/2020,M4,8,-83.878223,9.265225
8/8/2020,M2,77,-83.878225,9.265154
8/9/2020,M6,12,-83.878225,9.265074
8/8/2020,M2,60,-83.878226,9.264683
8/8/2020,M2,76,-83.878226,9.265074
11/8/2020,M4,12,-83.878226,9.265101
11/8/2020,M4,57,-83.878226,9.265659
21/4/2021,M19,73,-83.878226,9.265226
8/8/2020,M2,78,-83.878227,9.265165
12/9/2020,M7,75,-83.878228,9.263281
18/3/2021,M18,36,-83.878228,9.262959
8/8/2020,M2,81,-83.878231,9.26507
8/9/2020,M6,14,-83.878231,9.26502
26/1/2021,M16,94,-83.878231,9.263434
8/8/2020,M2,120,-83.878232,9.265412
14/9/2020,M8,26,-83.878232,9.265216
21/4/2021,M19,74,-83.878232,9.265007
15/3/2021,M17,23,-83.878233,9.265178
15/3/2021,M17,93,-83.878234,9.26334
18/9/2020,M10,7,-83.878235,9.265109
19/9/2020,M10,79,-83.878236,9.26328
17/9/2021,M20,17,-83.878236,9.265158
12/9/2020,M7,18,-83.878237,9.265027
26/1/2021,M16,86,-83.878237,9.263458
2/12/2020,M14 ,82,-83.878238,9.265121
18/3/2021,M18,8,-83.878238,9.26528
4/8/2020,M1,43,-83.878239,9.265275
8/9/2020,M6,21,-83.878239,9.265159
12/9/2020,M7,17,-83.878239,9.265026
8/8/2020,M2,79,-83.87824,9.265115
8/9/2020,M6,68,-83.87824,9.263322
14/9/2020,M8,58,-83.87824,9.263265
4/8/2020,M1,50,-83.878242,9.265604
8/8/2020,M2,82,-83.878242,9.265031
11/8/2020,M4,4,-83.878242,9.265177
2/12/2020,M14 ,91,-83.878242,9.265396
10/8/2020,M3,82,-83.878243,9.265136
14/9/2020,M8,33,-83.878243,9.265258
21/4/2021,M19,108,-83.878243,9.263226
17/9/2021,M20,85,-83.878243,9.265357
4/8/2020,M1,44,-83.878244,9.265256
10/8/2020,M3,80,-83.878244,9.265373
11/8/2020,M4,21,-83.878244,9.265282
12/9/2020,M7,73,-83.878244,9.263397
18/3/2021,M18,35,-83.878244,9.26342
17/9/2021,M20,46,-83.878244,9.263229
7/9/2020,M5,58,-83.878245,9.265118
14/9/2020,M8,25,-83.878245,9.265069
4/8/2020,M1,102,-83.878246,9.264752
8/8/2020,M2,83,-83.878246,9.265064
7/9/2020,M5,71,-83.878246,9.265418
11/8/2020,M4,11,-83.878247,9.265058
21/4/2021,M19,2,-83.878247,9.265368
4/8/2020,M1,80,-83.878248,9.263338
11/8/2020,M4,28,-83.878248,9.265387
25/11/2020,M13,65,-83.878248,9.263268
8/8/2020,M2,58,-83.878249,9.262837
29/10/2020,M12,80,-83.878249,9.26511
26/1/2021,M16,60,-83.878249,9.265266
11/8/2020,M4,5,-83.87825,9.265205
8/9/2020,M6,19,-83.878251,9.265162
25/11/2020,M13,26,-83.878251,9.265191
11/8/2020,M4,56,-83.878252,9.265584
26/1/2021,M16,62,-83.878252,9.265036
4/8/2020,M1,54,-83.878253,9.265373
14/9/2020,M8,30,-83.878253,9.265618
21/4/2021,M19,30,-83.878253,9.264869
16/9/2020,M9,47,-83.878254,9.263484
29/10/2020,M12,95,-83.878254,9.265398
17/9/2021,M20,19,-83.878254,9.265133
8/9/2020,M6,22,-83.878255,9.265184
11/8/2020,M4,6,-83.878256,9.265205
8/9/2020,M6,24,-83.878256,9.265417
11/8/2020,M4,3,-83.878257,9.265123
21/4/2021,M19,75,-83.878257,9.264985
25/11/2020,M13,69,-83.878258,9.26542
21/4/2021,M19,64,-83.878258,9.265265
4/8/2020,M1,46,-83.87826,9.265191
8/9/2020,M6,20,-83.87826,9.265148
8/9/2020,M6,67,-83.87826,9.263324
29/10/2020,M12,93,-83.87826,9.265428
2/12/2020,M14 ,86,-83.878262,9.264999
21/4/2021,M19,107,-83.878262,9.263242
4/8/2020,M1,49,-83.878263,9.265129
8/8/2020,M2,85,-83.878263,9.265161
8/8/2020,M2,80,-83.878264,9.26507
18/3/2021,M18,70,-83.878264,9.26515
17/9/2021,M20,18,-83.878264,9.265205
21/4/2021,M19,3,-83.878265,9.265384
8/9/2020,M6,25,-83.878266,9.265363
26/1/2021,M16,89,-83.878266,9.263308
26/1/2021,M16,90,-83.878266,9.263309
15/3/2021,M17,22,-83.878266,9.265242
18/9/2020,M10,24,-83.878267,9.265294
26/1/2021,M16,91,-83.878268,9.263305
2/12/2020,M14 ,116,-83.878269,9.263316
22/9/2020,M11,24,-83.878272,9.265271
2/12/2020,M14 ,93,-83.878274,9.265355
4/12/2020,M15,74,-83.878274,9.265179
8/8/2020,M2,59,-83.878275,9.264702
8/9/2020,M6,26,-83.878275,9.265402
18/9/2020,M10,1,-83.878275,9.265116
18/9/2020,M10,23,-83.878275,9.265247
25/11/2020,M13,78,-83.878275,9.265325
21/4/2021,M19,32,-83.878275,9.264759
4/8/2020,M1,47,-83.878277,9.265176
25/11/2020,M13,70,-83.878277,9.265438
8/8/2020,M2,96,-83.878278,9.265333
11/8/2020,M4,2,-83.878278,9.265187
11/8/2020,M4,88,-83.878278,9.263322
8/9/2020,M6,66,-83.878278,9.263433
21/4/2021,M19,106,-83.878278,9.263357
4/8/2020,M1,51,-83.878279,9.265463
12/9/2020,M7,3,-83.878279,9.264691
16/9/2020,M9,51,-83.878279,9.265118
2/12/2020,M14 ,87,-83.878279,9.264933
21/4/2021,M19,17,-83.878279,9.265277
4/8/2020,M1,48,-83.87828,9.265188
29/10/2020,M12,79,-83.87828,9.265241
2/12/2020,M14 ,90,-83.87828,9.265383
7/9/2020,M5,60,-83.878281,9.265154
4/8/2020,M1,12,-83.878282,9.264688
14/9/2020,M8,32,-83.878282,9.265325
4/12/2020,M15,87,-83.878282,9.264949
4/8/2020,M1,13,-83.878283,9.26475
25/11/2020,M13,79,-83.878283,9.265273
18/3/2021,M18,75,-83.878283,9.264718
8/8/2020,M2,115,-83.878284,9.265308
2/12/2020,M14 ,94,-83.878284,9.265281
11/8/2020,M4,29,-83.878285,9.265385
8/9/2020,M6,28,-83.878285,9.265354
2/12/2020,M14 ,92,-83.878285,9.265395
21/4/2021,M19,13,-83.878285,9.265317
17/9/2021,M20,22,-83.878285,9.26547
4/8/2020,M1,52,-83.878286,9.265465
26/1/2021,M16,77,-83.878286,9.265379
15/3/2021,M17,92,-83.878286,9.263375
8/8/2020,M2,62,-83.878287,9.265041
11/8/2020,M4,1,-83.878287,9.265161
8/9/2020,M6,18,-83.878287,9.265125
15/3/2021,M17,87,-83.878287,9.263521
17/9/2021,M20,27,-83.878288,9.265344
8/8/2020,M2,63,-83.878289,9.265055
10/8/2020,M3,93,-83.878289,9.264668
18/3/2021,M18,76,-83.878289,9.265109
21/4/2021,M19,14,-83.878289,9.265372
4/8/2020,M1,53,-83.87829,9.265399
18/9/2020,M10,22,-83.87829,9.265246
18/9/2020,M10,8,-83.878291,9.265174
29/10/2020,M12,94,-83.878291,9.265435
8/8/2020,M2,54,-83.878292,9.263285
18/9/2020,M10,21,-83.878292,9.265384
26/1/2021,M16,88,-83.878292,9.263348
17/9/2021,M20,21,-83.878293,9.265091
22/9/2020,M11,45,-83.878294,9.263424
8/8/2020,M2,84,-83.878295,9.265169
18/9/2020,M10,25,-83.878295,9.265311
8/8/2020,M2,53,-83.878296,9.263402
8/8/2020,M2,97,-83.878296,9.265336
4/12/2020,M15,84,-83.878296,9.264958
29/10/2020,M12,107,-83.878297,9.264677
8/8/2020,M2,116,-83.878298,9.265279
25/11/2020,M13,77,-83.878298,9.26526
16/9/2020,M9,71,-83.8783,9.265311
2/12/2020,M14 ,117,-83.8783,9.263295
4/12/2020,M15,86,-83.8783,9.264946
15/3/2021,M17,18,-83.8783,9.265069
26/1/2021,M16,87,-83.878301,9.263347
25/11/2020,M13,74,-83.878302,9.26539
29/10/2020,M12,96,-83.878303,9.265315
26/1/2021,M16,78,-83.878303,9.265307
12/9/2020,M7,30,-83.878304,9.265305
21/4/2021,M19,72,-83.878304,9.265186
12/9/2020,M7,31,-83.878305,9.26531
16/9/2020,M9,48,-83.878305,9.26511
22/9/2020,M11,22,-83.878305,9.265292
4/12/2020,M15,85,-83.878305,9.26488
12/9/2020,M7,2,-83.878306,9.26469
16/9/2020,M9,49,-83.878306,9.265121
15/3/2021,M17,91,-83.878306,9.26345
4/8/2020,M1,55,-83.878307,9.265312
8/9/2020,M6,17,-83.878307,9.265076
8/9/2020,M6,30,-83.878307,9.265229
12/9/2020,M7,29,-83.878307,9.265315
21/4/2021,M19,15,-83.878307,9.265183
4/8/2020,M1,58,-83.878308,9.265313
29/10/2020,M12,59,-83.87831,9.263389
26/1/2021,M16,73,-83.87831,9.26471
17/9/2021,M20,23,-83.87831,9.265269
8/9/2020,M6,27,-83.878311,9.265357
22/9/2020,M11,25,-83.878311,9.265276
21/4/2021,M19,71,-83.878311,9.265065
8/8/2020,M2,61,-83.878312,9.264903
2/12/2020,M14 ,88,-83.878312,9.264867
26/1/2021,M16,127,-83.878312,9.265378
17/9/2021,M20,71,-83.878312,9.26469
12/9/2020,M7,27,-83.878313,9.265453
4/8/2020,M1,71,-83.878314,9.265216
8/8/2020,M2,105,-83.878316,9.263338
11/8/2020,M4,13,-83.878316,9.265096
12/9/2020,M7,28,-83.878316,9.26533
4/12/2020,M15,82,-83.878316,9.26501
22/9/2020,M11,23,-83.878317,9.265297
2/12/2020,M14 ,118,-83.878318,9.263298
4/12/2020,M15,89,-83.878318,9.264674
15/3/2021,M17,11,-83.878318,9.265291
25/11/2020,M13,66,-83.87832,9.2633
4/12/2020,M15,83,-83.87832,9.264962
21/4/2021,M19,16,-83.87832,9.265227
4/12/2020,M15,90,-83.878322,9.264682
8/9/2020,M6,31,-83.878323,9.265198
14/9/2020,M8,1,-83.878324,9.26446
4/12/2020,M15,91,-83.878324,9.264695
18/3/2021,M18,7,-83.878324,9.265315
25/11/2020,M13,72,-83.878325,9.26537
4/8/2020,M1,70,-83.878326,9.265182
7/9/2020,M5,72,-83.878326,9.265382
7/9/2020,M5,59,-83.878327,9.26513
8/9/2020,M6,29,-83.878327,9.265314
25/11/2020,M13,73,-83.878327,9.265381
4/12/2020,M15,81,-83.878327,9.26506
25/11/2020,M13,81,-83.878328,9.265268
7/9/2020,M5,70,-83.87833,9.265173
25/11/2020,M13,28,-83.878331,9.264749
25/11/2020,M13,76,-83.878331,9.265293
21/4/2021,M19,12,-83.878332,9.265282
21/4/2021,M19,31,-83.878333,9.264683
17/9/2021,M20,20,-83.878334,9.264752
8/8/2020,M2,104,-83.878335,9.263359
17/9/2021,M20,24,-83.878335,9.265372
15/3/2021,M17,12,-83.878336,9.265333
17/9/2021,M20,25,-83.878336,9.265391
4/8/2020,M1,57,-83.878337,9.265306
4/8/2020,M1,56,-83.878339,9.265278
7/9/2020,M5,73,-83.878339,9.265355
25/11/2020,M13,80,-83.878341,9.265282
17/9/2021,M20,45,-83.878341,9.263241
16/9/2020,M9,50,-83.878343,9.265131
17/9/2021,M20,72,-83.878344,9.26471
11/8/2020,M4,23,-83.878345,9.264697
8/9/2020,M6,32,-83.878345,9.26535
25/11/2020,M13,82,-83.878345,9.265242
4/12/2020,M15,92,-83.878345,9.264722
12/9/2020,M7,32,-83.878347,9.265288
8/8/2020,M2,95,-83.878348,9.26527
8/8/2020,M2,119,-83.878351,9.265311
26/1/2021,M16,76,-83.878351,9.264643
25/11/2020,M13,27,-83.878352,9.26492
16/9/2020,M9,72,-83.878355,9.26533
11/8/2020,M4,22,-83.878356,9.264808
25/11/2020,M13,75,-83.878356,9.265381
26/1/2021,M16,72,-83.878356,9.264694
2/12/2020,M14 ,89,-83.878358,9.265065
22/9/2020,M11,26,-83.878359,9.265273
21/4/2021,M19,11,-83.87836,9.265377
21/4/2021,M19,76,-83.878364,9.264908
10/8/2020,M3,79,-83.878366,9.265309
8/9/2020,M6,33,-83.878367,9.265377
4/8/2020,M1,62,-83.878368,9.265375
26/1/2021,M16,75,-83.878369,9.264631
26/1/2021,M16,92,-83.878374,9.263296
21/4/2021,M19,4,-83.878374,9.265437
26/1/2021,M16,71,-83.878377,9.264729
26/1/2021,M16,74,-83.878378,9.26462
16/9/2020,M9,73,-83.878381,9.265285
15/3/2021,M17,15,-83.878381,9.264719
18/3/2021,M18,2,-83.878382,9.265391
15/3/2021,M17,13,-83.878387,9.265185
12/9/2020,M7,4,-83.878388,9.264888
15/3/2021,M17,16,-83.878389,9.264744
8/9/2020,M6,46,-83.878391,9.264649
18/9/2020,M10,26,-83.878392,9.265251
8/9/2020,M6,34,-83.878393,9.265285
17/9/2021,M20,83,-83.878396,9.265236
17/9/2021,M20,26,-83.878398,9.265369
17/9/2021,M20,28,-83.878399,9.265274
11/8/2020,M4,27,-83.878401,9.265421
18/3/2021,M18,6,-83.878401,9.265331
21/4/2021,M19,9,-83.878403,9.265337
25/11/2020,M13,97,-83.878404,9.265208
29/10/2020,M12,99,-83.878405,9.265281
21/4/2021,M19,10,-83.878405,9.265372
4/8/2020,M1,61,-83.878406,9.265239
10/8/2020,M3,77,-83.878408,9.265312
7/9/2020,M5,74,-83.878408,9.265351
21/4/2021,M19,8,-83.878409,9.265359
25/11/2020,M13,71,-83.878411,9.265517
4/8/2020,M1,63,-83.878414,9.265372
15/3/2021,M17,10,-83.878414,9.265338
18/3/2021,M18,21,-83.878414,9.265219
29/10/2020,M12,100,-83.878415,9.265281
25/11/2020,M13,83,-83.878415,9.265299
18/3/2021,M18,1,-83.878415,9.265386
4/8/2020,M1,59,-83.878416,9.265342
17/9/2021,M20,82,-83.878416,9.265352
2/12/2020,M14 ,95,-83.878417,9.265296
15/3/2021,M17,9,-83.878418,9.265241
10/8/2020,M3,44,-83.87842,9.264849
4/8/2020,M1,60,-83.878421,9.265264
12/9/2020,M7,33,-83.878421,9.26535
26/1/2021,M16,126,-83.878424,9.265496
4/8/2020,M1,69,-83.878428,9.264873
21/4/2021,M19,6,-83.878428,9.265264
7/9/2020,M5,75,-83.878432,9.265248
16/9/2020,M9,75,-83.878433,9.264891
17/9/2021,M20,29,-83.878436,9.265174
11/8/2020,M4,26,-83.878445,9.265332
25/11/2020,M13,98,-83.878446,9.265161
18/3/2021,M18,18,-83.878447,9.265038
12/9/2020,M7,1,-83.878451,9.264679
15/3/2021,M17,8,-83.878458,9.26533
11/8/2020,M4,25,-83.87846,9.26522
18/3/2021,M18,20,-83.878462,9.265124
8/9/2020,M6,45,-83.878463,9.264847
21/4/2021,M19,7,-83.878463,9.265255
8/8/2020,M2,117,-83.878466,9.264801
29/10/2020,M12,101,-83.878466,9.265252
11/8/2020,M4,24,-83.878471,9.265296
4/8/2020,M1,64,-83.878472,9.265237
29/10/2020,M12,97,-83.878474,9.265292
18/3/2021,M18,16,-83.878475,9.264881
10/8/2020,M3,78,-83.878477,9.265327
17/9/2021,M20,30,-83.878478,9.265265
26/1/2021,M16,125,-83.87848,9.265341
29/10/2020,M12,98,-83.878481,9.26524
21/4/2021,M19,18,-83.878483,9.265116
17/9/2021,M20,31,-83.878483,9.265314
12/9/2020,M7,34,-83.878486,9.265384
8/9/2020,M6,36,-83.878487,9.265268
25/11/2020,M13,89,-83.878489,9.264889
25/11/2020,M13,88,-83.878491,9.26524
12/9/2020,M7,38,-83.878492,9.265197
18/3/2021,M18,15,-83.878498,9.264894
8/9/2020,M6,35,-83.878506,9.265183
16/9/2020,M9,74,-83.87851,9.265058
17/9/2021,M20,32,-83.87851,9.265286
25/11/2020,M13,90,-83.878511,9.26486
14/9/2020,M8,35,-83.878513,9.265369
18/3/2021,M18,19,-83.878514,9.265096
12/9/2020,M7,37,-83.878516,9.265157
7/9/2020,M5,82,-83.878519,9.264806
25/11/2020,M13,84,-83.878519,9.265353
17/9/2021,M20,76,-83.878528,9.264877
14/9/2020,M8,34,-83.878531,9.265282
18/3/2021,M18,5,-83.878531,9.265325
25/11/2020,M13,87,-83.878533,9.265239
25/11/2020,M13,92,-83.878536,9.264821
4/8/2020,M1,65,-83.878537,9.265199
26/1/2021,M16,124,-83.878537,9.265306
25/11/2020,M13,91,-83.878538,9.264858
2/12/2020,M14 ,96,-83.878545,9.265218
15/3/2021,M17,7,-83.878546,9.265305
18/3/2021,M18,17,-83.878548,9.26489
7/9/2020,M5,76,-83.878549,9.26522
25/11/2020,M13,86,-83.87855,9.265331
12/9/2020,M7,35,-83.878551,9.265351
8/8/2020,M2,86,-83.878553,9.264866
17/9/2021,M20,167,-83.878555,9.265102
7/9/2020,M5,77,-83.878556,9.265027
2/12/2020,M14 ,97,-83.878556,9.265071
15/3/2021,M17,14,-83.878556,9.265005
21/4/2021,M19,24,-83.878556,9.264865
17/9/2021,M20,168,-83.878562,9.265086
17/9/2021,M20,33,-83.87857,9.265078
21/4/2021,M19,5,-83.878571,9.265216
4/8/2020,M1,68,-83.878573,9.264816
12/9/2020,M7,39,-83.878574,9.265103
18/3/2021,M18,4,-83.878576,9.265435
17/9/2021,M20,81,-83.878576,9.265054
18/9/2020,M10,28,-83.878579,9.265107
17/9/2021,M20,165,-83.878594,9.265028
25/11/2020,M13,85,-83.878598,9.265361
21/4/2021,M19,19,-83.878605,9.265004
12/9/2020,M7,36,-83.878612,9.265374
11/8/2020,M4,78,-83.878614,9.265003
11/8/2020,M4,73,-83.878618,9.265044
17/9/2021,M20,166,-83.878621,9.265018
21/4/2021,M19,20,-83.878622,9.265018
14/9/2020,M8,39,-83.878623,9.264975
12/9/2020,M7,45,-83.878624,9.264975
12/9/2020,M7,44,-83.878625,9.265004
4/8/2020,M1,66,-83.878628,9.265172
29/10/2020,M12,106,-83.878628,9.264999
12/9/2020,M7,46,-83.87863,9.26498
8/8/2020,M2,94,-83.878633,9.264973
10/8/2020,M3,43,-83.878634,9.264957
8/9/2020,M6,37,-83.87864,9.265105
10/8/2020,M3,42,-83.878642,9.264997
8/9/2020,M6,38,-83.878652,9.265023
17/9/2020,M9,76,-83.878654,9.265038
7/9/2020,M5,78,-83.87866,9.265094
26/1/2021,M16,120,-83.878663,9.265089
18/9/2020,M10,27,-83.878666,9.265141
26/1/2021,M16,121,-83.878666,9.265084
8/8/2020,M2,118,-83.878678,9.265043
22/9/2020,M11,27,-83.878678,9.265066
17/9/2021,M20,80,-83.878686,9.265112
8/8/2020,M2,88,-83.878693,9.265043
8/8/2020,M2,87,-83.878698,9.265065
12/9/2020,M7,42,-83.878698,9.265046
2/12/2020,M14 ,98,-83.8787,9.265035
8/8/2020,M2,89,-83.878702,9.265049
18/3/2021,M18,3,-83.878706,9.265722
14/9/2020,M8,36,-83.878709,9.26509
8/9/2020,M6,41,-83.878713,9.265019
17/9/2020,M9,77,-83.878716,9.26508
26/1/2021,M16,123,-83.878717,9.265447
8/9/2020,M6,39,-83.878718,9.265057
12/9/2020,M7,41,-83.878725,9.265085
18/9/2020,M10,29,-83.878727,9.265073
8/9/2020,M6,40,-83.878728,9.265004
25/11/2020,M13,96,-83.87873,9.264855
15/3/2021,M17,6,-83.878734,9.265052
4/8/2020,M1,67,-83.878735,9.265099
2/12/2020,M14 ,106,-83.878735,9.264858
12/9/2020,M7,40,-83.878736,9.265119
8/9/2020,M6,42,-83.878739,9.265071
12/9/2020,M7,43,-83.87874,9.265068
26/1/2021,M16,119,-83.878744,9.265061
15/3/2021,M17,4,-83.878744,9.264824
15/3/2021,M17,5,-83.878744,9.265046
18/3/2021,M18,9,-83.878744,9.265019
26/1/2021,M16,122,-83.878748,9.26541
21/4/2021,M19,21,-83.878749,9.265177
17/9/2021,M20,34,-83.878752,9.265105
26/1/2021,M16,118,-83.878754,9.265062
17/9/2020,M9,81,-83.87876,9.264845
29/10/2020,M12,105,-83.878766,9.264769
17/9/2021,M20,75,-83.878779,9.264702
25/11/2020,M13,93,-83.87878,9.264806
17/9/2021,M20,79,-83.878782,9.265051
15/3/2021,M17,3,-83.878792,9.264696
18/3/2021,M18,14,-83.878797,9.264769
17/9/2021,M20,163,-83.87881,9.264789
26/1/2021,M16,117,-83.878837,9.265043
21/4/2021,M19,22,-83.878842,9.265308
26/1/2021,M16,116,-83.878845,9.26504
2/12/2020,M14 ,99,-83.878847,9.264961
26/1/2021,M16,115,-83.878856,9.265076
17/9/2021,M20,164,-83.878866,9.264766
17/9/2021,M20,157,-83.878887,9.264583
21/4/2021,M19,23,-83.878893,9.26481
7/9/2020,M5,81,-83.878898,9.264751
7/9/2020,M5,79,-83.878908,9.264869
25/11/2020,M13,95,-83.878914,9.264797
8/8/2020,M2,93,-83.878916,9.264832
18/3/2021,M18,13,-83.878919,9.264885
26/1/2021,M16,114,-83.878921,9.265104
18/9/2020,M10,32,-83.878925,9.264858
8/8/2020,M2,91,-83.878927,9.264898
25/11/2020,M13,94,-83.878932,9.264783
21/4/2021,M19,29,-83.878937,9.264587
7/9/2020,M5,80,-83.878951,9.26489
26/1/2021,M16,113,-83.878952,9.265068
8/8/2020,M2,90,-83.87896,9.264883
18/3/2021,M18,10,-83.878968,9.264973
2/12/2020,M14 ,100,-83.878972,9.264868
10/8/2020,M3,76,-83.87899,9.26493
15/3/2021,M17,1,-83.878992,9.264656
18/3/2021,M18,11,-83.879002,9.264954
17/9/2021,M20,158,-83.879014,9.264654
17/9/2021,M20,77,-83.879025,9.264816
14/9/2020,M8,37,-83.879028,9.265111
18/9/2020,M10,31,-83.87903,9.264979
26/1/2021,M16,105,-83.879032,9.264801
26/1/2021,M16,104,-83.879037,9.264805
18/3/2021,M18,12,-83.879045,9.26492
8/8/2020,M2,92,-83.879046,9.2648
17/9/2020,M9,80,-83.879046,9.264843
29/10/2020,M12,104,-83.879051,9.264776
2/12/2020,M14 ,102,-83.879056,9.26487
17/9/2021,M20,159,-83.87906,9.264685
21/4/2021,M19,28,-83.879065,9.26483
25/11/2020,M13,103,-83.879066,9.264795
12/9/2020,M7,47,-83.87907,9.264775
17/9/2020,M9,79,-83.879071,9.264757
12/9/2020,M7,48,-83.879072,9.264763
8/9/2020,M6,44,-83.879078,9.264855
11/8/2020,M4,74,-83.87908,9.264784
8/9/2020,M6,43,-83.879085,9.264845
2/12/2020,M14 ,101,-83.879088,9.264868
17/9/2020,M9,78,-83.879096,9.26484
18/9/2020,M10,30,-83.879096,9.264986
12/9/2020,M7,49,-83.879101,9.264796
17/9/2021,M20,78,-83.879101,9.264925
26/1/2021,M16,106,-83.879105,9.264809
11/8/2020,M4,77,-83.879113,9.265168
29/10/2020,M12,102,-83.879125,9.265129
11/8/2020,M4,75,-83.879139,9.264768
21/4/2021,M19,25,-83.879167,9.265516
29/10/2020,M12,103,-83.879188,9.264936
2/12/2020,M14 ,103,-83.879191,9.265042
14/9/2020,M8,38,-83.879213,9.264849
2/12/2020,M14 ,104,-83.879221,9.265061
2/12/2020,M14 ,105,-83.879225,9.265109
15/3/2021,M17,2,-83.879231,9.264815
26/1/2021,M16,107,-83.879247,9.26488
21/4/2021,M19,27,-83.87925,9.264864
17/9/2021,M20,160,-83.879256,9.264798
11/8/2020,M4,31,-83.879276,9.265055
17/9/2021,M20,161,-83.879388,9.265138
10/8/2020,M3,40,-83.879395,9.265095
26/1/2021,M16,109,-83.879409,9.26514
26/1/2021,M16,108,-83.879418,9.265145
11/8/2020,M4,76,-83.879426,9.265193
10/8/2020,M3,75,-83.879432,9.265112
10/8/2020,M3,41,-83.879438,9.265148
17/9/2021,M20,162,-83.879451,9.265377
21/4/2021,M19,26,-83.879457,9.26507
18/3/2021,M18,22,-83.879458,9.265108
18/3/2021,M18,23,-83.879459,9.265111
11/8/2020,M4,30,-83.87947,9.265092
26/1/2021,M16,110,-83.879499,9.265105
26/1/2021,M16,111,-83.87955,9.265242
26/1/2021,M16,112,-83.879569,9.26527
18/3/2021,M18,24,-83.87957,9.265237
